-100 -17 89936.7 
-100 -16 89962.6 
-100 -15 89986.5 
-100 -14 90008.4 
-100 -13 90028.3 
-100 -12 90046.2 
-100 -11 90062.1 
-100 -10 90076 
-100 -9 90087.9 
-100 -8 90097.8 
-100 -7 90105.7 
-100 -6 90111.6 
-100 -5 90115.5 
-100 -4 90117.4 
-100 -3 90117.3 
-100 -2 90115.2 
-100 -1 90111.1 
-100 0 90105 
-100 1 90096.9 
-100 2 90086.8 
-100 3 90074.7 
-100 4 90060.6 
-100 5 90044.5 
-100 6 90026.4 
-100 7 90006.3 
-100 8 89984.2 
-100 9 89960.1 
-100 10 89934 
-100 11 89905.9 
-100 12 89875.8 
-100 13 89843.7 
-100 14 89809.6 
-100 15 89773.5 
-100 16 89735.4 
-100 17 89695.3 
-90 -17 72826.53 
-90 -16 72852.44 
-90 -15 72876.35 
-90 -14 72898.26 
-90 -13 72918.17 
-90 -12 72936.08 
-90 -11 72951.99 
-90 -10 72965.9 
-90 -9 72977.81 
-90 -8 72987.72 
-90 -7 72995.63 
-90 -6 73001.54 
-90 -5 73005.45 
-90 -4 73007.36 
-90 -3 73007.27 
-90 -2 73005.18 
-90 -1 73001.09 
-90 0 72995 
-90 1 72986.91 
-90 2 72976.82 
-90 3 72964.73 
-90 4 72950.64 
-90 5 72934.55 
-90 6 72916.46 
-90 7 72896.37 
-90 8 72874.28 
-90 9 72850.19 
-90 10 72824.1 
-90 11 72796.01 
-90 12 72765.92 
-90 13 72733.83 
-90 14 72699.74 
-90 15 72663.65 
-90 16 72625.56 
-90 17 72585.47 
-80 -17 57516.36 
-80 -16 57542.28 
-80 -15 57566.2 
-80 -14 57588.12 
-80 -13 57608.04 
-80 -12 57625.96 
-80 -11 57641.88 
-80 -10 57655.8 
-80 -9 57667.72 
-80 -8 57677.64 
-80 -7 57685.56 
-80 -6 57691.48 
-80 -5 57695.4 
-80 -4 57697.32 
-80 -3 57697.24 
-80 -2 57695.16 
-80 -1 57691.08 
-80 0 57685 
-80 1 57676.92 
-80 2 57666.84 
-80 3 57654.76 
-80 4 57640.68 
-80 5 57624.6 
-80 6 57606.52 
-80 7 57586.44 
-80 8 57564.36 
-80 9 57540.28 
-80 10 57514.2 
-80 11 57486.12 
-80 12 57456.04 
-80 13 57423.96 
-80 14 57389.88 
-80 15 57353.8 
-80 16 57315.72 
-80 17 57275.64 
-70 -17 44006.19 
-70 -16 44032.12 
-70 -15 44056.05 
-70 -14 44077.98 
-70 -13 44097.91 
-70 -12 44115.84 
-70 -11 44131.77 
-70 -10 44145.7 
-70 -9 44157.63 
-70 -8 44167.56 
-70 -7 44175.49 
-70 -6 44181.42 
-70 -5 44185.35 
-70 -4 44187.28 
-70 -3 44187.21 
-70 -2 44185.14 
-70 -1 44181.07 
-70 0 44175 
-70 1 44166.93 
-70 2 44156.86 
-70 3 44144.79 
-70 4 44130.72 
-70 5 44114.65 
-70 6 44096.58 
-70 7 44076.51 
-70 8 44054.44 
-70 9 44030.37 
-70 10 44004.3 
-70 11 43976.23 
-70 12 43946.16 
-70 13 43914.09 
-70 14 43880.02 
-70 15 43843.95 
-70 16 43805.88 
-70 17 43765.81 
-60 -17 32296.02 
-60 -16 32321.96 
-60 -15 32345.9 
-60 -14 32367.84 
-60 -13 32387.78 
-60 -12 32405.72 
-60 -11 32421.66 
-60 -10 32435.6 
-60 -9 32447.54 
-60 -8 32457.48 
-60 -7 32465.42 
-60 -6 32471.36 
-60 -5 32475.3 
-60 -4 32477.24 
-60 -3 32477.18 
-60 -2 32475.12 
-60 -1 32471.06 
-60 0 32465 
-60 1 32456.94 
-60 2 32446.88 
-60 3 32434.82 
-60 4 32420.76 
-60 5 32404.7 
-60 6 32386.64 
-60 7 32366.58 
-60 8 32344.52 
-60 9 32320.46 
-60 10 32294.4 
-60 11 32266.34 
-60 12 32236.28 
-60 13 32204.22 
-60 14 32170.16 
-60 15 32134.1 
-60 16 32096.04 
-60 17 32055.98 
-50 -17 22385.85 
-50 -16 22411.8 
-50 -15 22435.75 
-50 -14 22457.7 
-50 -13 22477.65 
-50 -12 22495.6 
-50 -11 22511.55 
-50 -10 22525.5 
-50 -9 22537.45 
-50 -8 22547.4 
-50 -7 22555.35 
-50 -6 22561.3 
-50 -5 22565.25 
-50 -4 22567.2 
-50 -3 22567.15 
-50 -2 22565.1 
-50 -1 22561.05 
-50 0 22555 
-50 1 22546.95 
-50 2 22536.9 
-50 3 22524.85 
-50 4 22510.8 
-50 5 22494.75 
-50 6 22476.7 
-50 7 22456.65 
-50 8 22434.6 
-50 9 22410.55 
-50 10 22384.5 
-50 11 22356.45 
-50 12 22326.4 
-50 13 22294.35 
-50 14 22260.3 
-50 15 22224.25 
-50 16 22186.2 
-50 17 22146.15 
-40 -17 14275.68 
-40 -16 14301.64 
-40 -15 14325.6 
-40 -14 14347.56 
-40 -13 14367.52 
-40 -12 14385.48 
-40 -11 14401.44 
-40 -10 14415.4 
-40 -9 14427.36 
-40 -8 14437.32 
-40 -7 14445.28 
-40 -6 14451.24 
-40 -5 14455.2 
-40 -4 14457.16 
-40 -3 14457.12 
-40 -2 14455.08 
-40 -1 14451.04 
-40 0 14445 
-40 1 14436.96 
-40 2 14426.92 
-40 3 14414.88 
-40 4 14400.84 
-40 5 14384.8 
-40 6 14366.76 
-40 7 14346.72 
-40 8 14324.68 
-40 9 14300.64 
-40 10 14274.6 
-40 11 14246.56 
-40 12 14216.52 
-40 13 14184.48 
-40 14 14150.44 
-40 15 14114.4 
-40 16 14076.36 
-40 17 14036.32 
-30 -17 7965.51 
-30 -16 7991.48 
-30 -15 8015.45 
-30 -14 8037.42 
-30 -13 8057.39 
-30 -12 8075.36 
-30 -11 8091.33 
-30 -10 8105.3 
-30 -9 8117.27 
-30 -8 8127.24 
-30 -7 8135.21 
-30 -6 8141.18 
-30 -5 8145.15 
-30 -4 8147.12 
-30 -3 8147.09 
-30 -2 8145.06 
-30 -1 8141.03 
-30 0 8135 
-30 1 8126.97 
-30 2 8116.94 
-30 3 8104.91 
-30 4 8090.88 
-30 5 8074.85 
-30 6 8056.82 
-30 7 8036.79 
-30 8 8014.76 
-30 9 7990.73 
-30 10 7964.7 
-30 11 7936.67 
-30 12 7906.64 
-30 13 7874.61 
-30 14 7840.58 
-30 15 7804.55 
-30 16 7766.52 
-30 17 7726.49 
-20 -17 3455.34 
-20 -16 3481.32 
-20 -15 3505.3 
-20 -14 3527.28 
-20 -13 3547.26 
-20 -12 3565.24 
-20 -11 3581.22 
-20 -10 3595.2 
-20 -9 3607.18 
-20 -8 3617.16 
-20 -7 3625.14 
-20 -6 3631.12 
-20 -5 3635.1 
-20 -4 3637.08 
-20 -3 3637.06 
-20 -2 3635.04 
-20 -1 3631.02 
-20 0 3625 
-20 1 3616.98 
-20 2 3606.96 
-20 3 3594.94 
-20 4 3580.92 
-20 5 3564.9 
-20 6 3546.88 
-20 7 3526.86 
-20 8 3504.84 
-20 9 3480.82 
-20 10 3454.8 
-20 11 3426.78 
-20 12 3396.76 
-20 13 3364.74 
-20 14 3330.72 
-20 15 3294.7 
-20 16 3256.68 
-20 17 3216.66 
-10 -17 745.17 
-10 -16 771.16 
-10 -15 795.15 
-10 -14 817.14 
-10 -13 837.13 
-10 -12 855.12 
-10 -11 871.11 
-10 -10 885.1 
-10 -9 897.09 
-10 -8 907.08 
-10 -7 915.07 
-10 -6 921.06 
-10 -5 925.05 
-10 -4 927.04 
-10 -3 927.03 
-10 -2 925.02 
-10 -1 921.01 
-10 0 915 
-10 1 906.99 
-10 2 896.98 
-10 3 884.97 
-10 4 870.96 
-10 5 854.95 
-10 6 836.94 
-10 7 816.93 
-10 8 794.92 
-10 9 770.91 
-10 10 744.9 
-10 11 716.89 
-10 12 686.88 
-10 13 654.87 
-10 14 620.86 
-10 15 584.85 
-10 16 546.84 
-10 17 506.83 
0 -17 -165 
0 -16 -139 
0 -15 -115 
0 -14 -93 
0 -13 -73 
0 -12 -55 
0 -11 -39 
0 -10 -25 
0 -9 -13 
0 -8 -3 
0 -7 5 
0 -6 11 
0 -5 15 
0 -4 17 
0 -3 17 
0 -2 15 
0 -1 11 
0 0 5 
0 1 -3 
0 2 -13 
0 3 -25 
0 4 -39 
0 5 -55 
0 6 -73 
0 7 -93 
0 8 -115 
0 9 -139 
0 10 -165 
0 11 -193 
0 12 -223 
0 13 -255 
0 14 -289 
0 15 -325 
0 16 -363 
0 17 -403 
10 -17 724.83 
10 -16 750.84 
10 -15 774.85 
10 -14 796.86 
10 -13 816.87 
