0 0 0.004046 
0 0.5 0.005445 
0 1 0.007102 
0 1.5 0.008977 
0 2 0.010999 
0 2.5 0.013062 
0 3 0.015034 
0 3.5 0.016772 
0 4 0.018135 
0 4.5 0.019005 
0 5 0.019305 
0 5.5 0.019005 
0 6 0.018135 
0 6.5 0.016772 
0 7 0.015034 
0 7.5 0.013062 
0 8 0.010999 
0 8.5 0.008977 
0 9 0.007102 
0 9.5 0.005445 
0 10 0.004046 
0.5 0 0.013268 
0.5 0.5 0.017854 
0.5 1 0.023286 
0.5 1.5 0.029436 
0.5 2 0.036066 
0.5 2.5 0.042829 
0.5 3 0.049296 
0.5 3.5 0.054994 
0.5 4 0.059462 
0.5 4.5 0.062316 
0.5 5 0.063297 
0.5 5.5 0.062316 
0.5 6 0.059462 
0.5 6.5 0.054994 
0.5 7 0.049296 
0.5 7.5 0.042829 
0.5 8 0.036066 
0.5 8.5 0.029436 
0.5 9 0.023286 
0.5 9.5 0.017854 
0.5 10 0.013268 
1 0 0.038392 
1 0.5 0.051662 
1 1 0.067379 
1 1.5 0.085176 
1 2 0.104359 
1 2.5 0.12393 
1 3 0.142642 
1 3.5 0.159129 
1 4 0.17206 
1 4.5 0.180317 
1 5 0.183156 
1 5.5 0.180317 
1 6 0.17206 
1 6.5 0.159129 
1 7 0.142642 
1 7.5 0.12393 
1 8 0.104359 
1 8.5 0.085176 
1 9 0.067379 
1 9.5 0.051662 
1 10 0.038392 
1.5 0 0.098037 
1.5 0.5 0.131923 
1.5 1 0.17206 
1.5 1.5 0.217504 
1.5 2 0.266491 
1.5 2.5 0.316466 
1.5 3 0.36425 
1.5 3.5 0.40635 
1.5 4 0.439369 
1.5 4.5 0.460455 
1.5 5 0.467706 
1.5 5.5 0.460455 
1.5 6 0.439369 
1.5 6.5 0.40635 
1.5 7 0.36425 
1.5 7.5 0.316466 
1.5 8 0.266491 
1.5 8.5 0.217504 
1.5 9 0.17206 
1.5 9.5 0.131923 
1.5 10 0.098037 
2 0 0.220929 
2 0.5 0.297292 
2 1 0.387742 
2 1.5 0.490152 
2 2 0.600547 
2 2.5 0.713167 
2 3 0.82085 
2 3.5 0.915724 
2 4 0.990134 
2 4.5 1.037652 
2 5 1.053992 
2 5.5 1.037652 
2 6 0.990134 
2 6.5 0.915724 
2 7 0.82085 
2 7.5 0.713167 
2 8 0.600547 
2 8.5 0.490152 
2 9 0.387742 
2 9.5 0.297292 
2 10 0.220929 
2.5 0 0.439369 
2.5 0.5 0.591236 
2.5 1 0.771117 
2.5 1.5 0.974783 
2.5 2 1.19433 
2.5 2.5 1.418302 
2.5 3 1.632455 
2.5 3.5 1.821135 
2.5 4 1.969117 
2.5 4.5 2.063617 
2.5 5 2.096114 
2.5 5.5 2.063617 
2.5 6 1.969117 
2.5 6.5 1.821135 
2.5 7 1.632455 
2.5 7.5 1.418302 
2.5 8 1.19433 
2.5 8.5 0.974783 
2.5 9 0.771117 
2.5 9.5 0.591236 
2.5 10 0.439369 
3 0 0.771117 
3 0.5 1.037652 
3 1 1.353353 
3 1.5 1.710798 
3 2 2.096114 
3 2.5 2.489197 
3 3 2.865048 
3 3.5 3.196192 
3 4 3.455908 
3 4.5 3.62176 
3 5 3.678794 
3 5.5 3.62176 
3 6 3.455908 
3 6.5 3.196192 
3 7 2.865048 
3 7.5 2.489197 
3 8 2.096114 
3 8.5 1.710798 
3 9 1.353353 
3 9.5 1.037652 
3 10 0.771117 
3.5 0 1.19433 
3.5 0.5 1.607146 
3.5 1 2.096114 
3.5 1.5 2.649736 
3.5 2 3.246525 
3.5 2.5 3.855343 
3.5 3 4.437473 
3.5 3.5 4.950359 
3.5 4 5.352614 
3.5 4.5 5.609492 
3.5 5 5.697828 
3.5 5.5 5.609492 
3.5 6 5.352614 
3.5 6.5 4.950359 
3.5 7 4.437473 
3.5 7.5 3.855343 
3.5 8 3.246525 
3.5 8.5 2.649736 
3.5 9 2.096114 
3.5 9.5 1.607146 
3.5 10 1.19433 
4 0 1.632455 
4 0.5 2.196708 
4 1 2.865048 
4 1.5 3.62176 
4 2 4.437473 
4 2.5 5.26963 
4 3 6.065307 
4 3.5 6.766338 
4 4 7.316156 
4 4.5 7.667266 
4 5 7.788008 
4 5.5 7.667266 
4 6 7.316156 
4 6.5 6.766338 
4 7 6.065307 
4 7.5 5.26963 
4 8 4.437473 
4 8.5 3.62176 
4 9 2.865048 
4 9.5 2.196708 
4 10 1.632455 
4.5 0 1.969117 
4.5 0.5 2.649736 
4.5 1 3.455908 
4.5 1.5 4.368676 
4.5 2 5.352614 
4.5 2.5 6.356387 
4.5 3 7.316156 
4.5 3.5 8.161762 
4.5 4 8.824969 
4.5 4.5 9.248488 
4.5 5 9.394131 
4.5 5.5 9.248488 
4.5 6 8.824969 
