0 11
0.1 10.512294
0.2 10.048374
0.3 9.60708
0.4 9.187308
0.5 8.788008
0.6 8.408182
0.7 8.046881
0.8 7.7032
0.9 7.376282
1 7.065307
1.1 6.769498
1.2 6.488116
1.3 6.220458
1.4 5.965853
1.5 5.723666
1.6 5.49329
1.7 5.274149
1.8 5.065697
1.9 4.86741
2 4.678794
2.1 4.499377
2.2 4.328711
2.3 4.166368
2.4 4.011942
2.5 3.865048
2.6 3.725318
2.7 3.592403
2.8 3.46597
2.9 3.345703
3 3.231302
3.1 3.12248
3.2 3.018965
3.3 2.920499
3.4 2.826835
3.5 2.737739
3.6 2.652989
3.7 2.572372
3.8 2.495686
3.9 2.422741
4 2.353353
4.1 2.287349
4.2 2.224564
4.3 2.164842
4.4 2.108032
4.5 2.053992
4.6 2.002588
4.7 1.953692
4.8 1.90718
4.9 1.862936
5 1.82085
5.1 6.616897
5.2 6.420271
5.3 6.230699
5.4 6.047922
5.5 5.871687
5.6 5.701754
5.7 5.537891
5.8 5.379874
5.9 5.227488
6 5.080527
6.1 4.938792
6.2 4.802092
6.3 4.670243
6.4 4.543067
6.5 4.420395
6.6 4.302063
6.7 4.187912
6.8 4.077791
6.9 3.971554
7 3.869059
7.1 3.770173
7.2 3.674764
7.3 3.582706
7.4 3.49388
7.5 3.408169
7.6 3.32546
7.7 3.245646
7.8 3.168623
7.9 3.094291
8 3.022554
8.1 2.953318
8.2 2.886496
8.3 2.822
8.4 2.759747
8.5 2.699658
8.6 2.641657
8.7 2.585668
8.8 2.53162
8.9 2.479445
9 2.429076
9.1 2.380449
9.2 2.333503
9.3 2.288179
9.4 2.244419
9.5 2.202168
9.6 2.161373
9.7 2.121983
9.8 2.083948
9.9 2.047222
10 2.011757
